loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
16000.0,36 months,11.14,524.89,B,B2,Fannie Mae,9 years,MORTGAGE,70000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,consolidation,23.47,Oct-1999,6.0,0.0,5672.0,54.0,20.0,w,INDIVIDUAL,3.0,0.0
15000.0,36 months,7.69,467.91,A,A4,Sales Manager,4 years,MORTGAGE,80000.0,Not Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,17.28,Aug-2000,12.0,0.0,20467.0,62.6,28.0,w,INDIVIDUAL,3.0,0.0
18000.0,36 months,14.33,618.09,C,C1,US Coast Gaurd,6 years,RENT,40000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,Auto Loan,26.31,Jun-2006,11.0,0.0,6403.0,39.3,24.0,f,INDIVIDUAL,1.0,0.0
10000.0,60 months,13.98,232.58,C,C3,Procure to Pay Accountant,< 1 year,MORTGAGE,43000.0,Source Verified,May-2014,Charged Off,credit_card,Credit card refinancing,21.94,Jan-2004,14.0,0.0,6484.0,30.6,19.0,w,INDIVIDUAL,0.0,0.0
8400.0,36 months,12.12,279.49,B,B3,Sumitomo Mitsui Banking,6 years,MORTGAGE,124526.0,Not Verified,Feb-2013,Fully Paid,home_improvement,Home improvement,13.86,Apr-1996,15.0,0.0,15238.0,61.0,28.0,f,INDIVIDUAL,2.0,0.0
24575.0,60 months,13.11,560.55,B,B4,ACM LLC,9 years,MORTGAGE,50000.0,Verified,Jun-2012,Fully Paid,debt_consolidation,Loan,15.91,Dec-1993,11.0,0.0,26658.0,39.2,34.0,f,INDIVIDUAL,8.0,0.0
9600.0,36 months,17.77,345.96,D,D1,NY Presbyterian,3 years,RENT,89000.0,Not Verified,Nov-2012,Charged Off,credit_card,Credit loan,17.7,Nov-2001,11.0,0.0,15701.0,82.6,27.0,f,INDIVIDUAL,0.0,0.0
15000.0,36 months,6.99,463.09,A,A3,Attorney,10+ years,RENT,69758.8,Not Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,25.24,Jun-1994,12.0,0.0,19245.0,39.0,25.0,f,INDIVIDUAL,0.0,0.0
21600.0,60 months,24.5,627.68,F,F3,E9/SGM,10+ years,MORTGAGE,110000.0,Verified,Feb-2015,Charged Off,other,Other,4.0,Apr-1997,2.0,0.0,77558.0,73.0,9.0,w,INDIVIDUAL,0.0,0.0
25000.0,60 months,17.27,624.95,D,D2,Senior Executive Assistant,10+ years,MORTGAGE,90000.0,Source Verified,Feb-2016,Charged Off,debt_consolidation,Debt consolidation,24.41,Jul-2000,20.0,0.0,30577.0,53.7,36.0,w,INDIVIDUAL,2.0,0.0
6400.0,36 months,10.99,209.5,B,B3,wiring personel,3 years,MORTGAGE,25000.0,Not Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,27.75,Dec-2000,8.0,0.0,8546.0,55.5,14.0,w,INDIVIDUAL,1.0,0.0
8000.0,36 months,12.99,269.52,C,C1,driver,1 year,MORTGAGE,59000.0,Not Verified,Jun-2014,Charged Off,home_improvement,Home improvement,17.98,Jun-2002,10.0,1.0,2203.0,16.0,27.0,w,INDIVIDUAL,2.0,1.0
10000.0,36 months,14.09,342.22,B,B5,ballys las vegas,10+ years,RENT,40000.0,Not Verified,Sep-2012,Fully Paid,debt_consolidation,debteraser,12.81,Jun-1990,11.0,0.0,9912.0,46.5,20.0,f,INDIVIDUAL,0.0,0.0
12000.0,36 months,19.22,441.21,D,D4,Faith Development Director,6 years,MORTGAGE,69000.0,Not Verified,Jan-2014,Fully Paid,debt_consolidation,Debt consolidation,13.46,Aug-1987,16.0,0.0,4957.0,75.1,24.0,f,INDIVIDUAL,2.0,0.0
12500.0,36 months,13.11,421.84,B,B4,AMBERLITE ELECTRIC,3 years,RENT,52000.0,Source Verified,Nov-2012,Fully Paid,small_business,MY PROGRESS,13.04,Jul-2007,7.0,0.0,14956.0,60.3,11.0,f,INDIVIDUAL,0.0,0.0
12000.0,36 months,14.16,411.07,C,C2,mechanic,2 years,MORTGAGE,70000.0,Source Verified,Apr-2014,Charged Off,debt_consolidation,Debt consolidation,15.45,Jun-1998,11.0,0.0,8502.0,49.2,38.0,f,INDIVIDUAL,2.0,0.0
22400.0,60 months,14.98,532.66,C,C3,Senior Pastor,10+ years,MORTGAGE,75000.0,Source Verified,Feb-2014,Fully Paid,major_purchase,Major purchase,22.23,Oct-1989,18.0,0.0,26834.0,40.3,50.0,f,INDIVIDUAL,5.0,0.0
12000.0,36 months,11.71,396.92,B,B3,pace collision,10+ years,RENT,62000.0,Not Verified,Dec-2011,Fully Paid,debt_consolidation,no postage necessary,6.74,Jul-1997,5.0,0.0,10725.0,90.9,15.0,f,INDIVIDUAL,,0.0
14000.0,36 months,11.14,459.28,B,B2,Martingale Wharf Restaurant,1 year,RENT,55000.0,Not Verified,Nov-2012,Fully Paid,debt_consolidation,Consolidate,20.86,Aug-2002,8.0,0.0,7185.0,79.8,20.0,f,INDIVIDUAL,0.0,0.0
9000.0,36 months,13.11,303.73,B,B4,FedEx Freight,7 years,MORTGAGE,53000.0,Not Verified,Jun-2012,Fully Paid,credit_card,credit card refi,18.48,Nov-1994,10.0,0.0,9021.0,52.8,24.0,f,INDIVIDUAL,6.0,0.0
16000.0,36 months,9.71,514.1,B,B1,community memorial hospital,10+ years,MORTGAGE,80000.0,Verified,Jul-2013,Fully Paid,debt_consolidation,Debt consolidation,10.71,Nov-1985,5.0,0.0,17774.0,74.1,11.0,f,INDIVIDUAL,4.0,0.0
24000.0,60 months,14.49,564.56,C,C4,Federal Agent,9 years,MORTGAGE,98500.0,Source Verified,Jul-2014,Fully Paid,home_improvement,Home improvement,25.69,Dec-1965,14.0,0.0,19479.0,88.9,39.0,w,INDIVIDUAL,1.0,0.0
35000.0,36 months,14.3,1201.33,C,C1,Executive Director,3 years,MORTGAGE,93730.0,Verified,Nov-2013,Fully Paid,debt_consolidation,Debt consolidation ,18.66,Jan-2001,12.0,0.0,20267.0,32.7,31.0,f,INDIVIDUAL,4.0,0.0
28000.0,60 months,19.97,741.37,D,D5,Operations Manager,10+ years,MORTGAGE,100000.0,Verified,Jan-2014,Fully Paid,debt_consolidation,Debt consolidation,31.83,Sep-1995,12.0,0.0,37569.0,75.7,22.0,f,INDIVIDUAL,1.0,0.0
20275.0,60 months,19.19,528.07,E,E3,HR,10+ years,MORTGAGE,40596.0,Source Verified,Jun-2015,Fully Paid,credit_card,Credit card refinancing,23.59,Jul-1995,6.0,0.0,13264.0,79.9,15.0,w,INDIVIDUAL,1.0,0.0
18000.0,36 months,20.99,678.06,E,E3,Defense Threat Reduction Agency,2 years,RENT,103520.0,Source Verified,Jun-2012,Fully Paid,debt_consolidation,Debt Consolidation,15.9,Oct-2002,25.0,0.0,18321.0,82.5,61.0,f,INDIVIDUAL,3.0,0.0
13000.0,36 months,7.9,406.78,A,A4,Union Bank,7 years,MORTGAGE,107256.0,Source Verified,Apr-2013,Fully Paid,debt_consolidation,consolidation,7.77,Jan-1986,11.0,0.0,13422.0,30.8,16.0,w,INDIVIDUAL,4.0,0.0
11250.0,36 months,16.49,398.25,D,D3,roll prep,10+ years,RENT,55000.0,Source Verified,Nov-2014,Fully Paid,major_purchase,Major purchase,11.32,Feb-2005,7.0,3.0,3744.0,68.1,10.0,w,INDIVIDUAL,1.0,3.0
11500.0,36 months,13.11,388.1,B,B4,Burleson ISD,1 year,RENT,33900.0,Verified,Feb-2013,Fully Paid,debt_consolidation,CC,22.55,Dec-1999,10.0,0.0,24772.0,55.0,26.0,w,INDIVIDUAL,0.0,0.0
24000.0,36 months,11.14,787.33,B,B2,Fulton Financial,7 years,MORTGAGE,85500.0,Verified,Jan-2013,Fully Paid,debt_consolidation,Good credit/ income. short term loan,5.15,May-2000,6.0,0.0,35197.0,89.1,13.0,f,INDIVIDUAL,2.0,0.0
23000.0,60 months,17.57,578.69,D,D4,Pantry,10+ years,OWN,70000.0,Verified,Aug-2014,Charged Off,home_improvement,Home improvement,22.18,Sep-1996,12.0,1.0,6527.0,69.4,50.0,w,INDIVIDUAL,10.0,1.0
28000.0,60 months,11.14,610.75,B,B2,United States Air Force,10+ years,MORTGAGE,120000.0,Verified,Jan-2013,Fully Paid,credit_card,B of A CC Refinance,25.47,Dec-1998,27.0,0.0,34975.0,8.0,52.0,f,INDIVIDUAL,7.0,0.0
21250.0,60 months,14.27,497.43,C,C2,PVHMC SLEEP CENTER,5 years,RENT,36000.0,Verified,Sep-2011,Charged Off,debt_consolidation,DEBT C,21.07,Oct-1998,20.0,0.0,16753.0,40.9,25.0,f,INDIVIDUAL,,0.0
12000.0,36 months,11.99,398.52,B,B3,express tire,10+ years,MORTGAGE,45000.0,Source Verified,Sep-2013,Charged Off,credit_card,Credit card refinancing,23.23,Mar-1998,9.0,0.0,19156.0,50.5,23.0,w,INDIVIDUAL,3.0,0.0
17000.0,36 months,14.47,584.91,C,C2,,,MORTGAGE,80000.0,Source Verified,Jan-2014,Fully Paid,credit_card,Credit card refinancing,18.78,Jun-2000,10.0,0.0,12642.0,74.8,29.0,f,INDIVIDUAL,7.0,0.0
27500.0,60 months,9.99,584.16,B,B3,IT Project Manager,2 years,MORTGAGE,64568.0,Not Verified,Sep-2015,Fully Paid,credit_card,Credit card refinancing,11.91,Jan-1998,6.0,0.0,27697.0,97.9,17.0,w,INDIVIDUAL,3.0,0.0
10000.0,36 months,17.27,357.88,D,D1,R-Club,10+ years,MORTGAGE,35000.0,Not Verified,Jul-2012,Fully Paid,credit_card,Consolidation Loan,21.84,Mar-1989,18.0,0.0,21245.0,60.5,36.0,f,INDIVIDUAL,0.0,0.0
9600.0,60 months,10.37,205.73,B,B3,Wesley Community Services,3 years,RENT,36000.0,Source Verified,Mar-2011,Fully Paid,home_improvement,Driveway loan,1.1,Aug-1998,9.0,0.0,776.0,3.1,18.0,f,INDIVIDUAL,,0.0
7000.0,36 months,18.55,255.01,D,D2,csa,2 years,RENT,30000.0,Not Verified,Oct-2013,Fully Paid,debt_consolidation,Debt Consolidation ,5.04,Oct-2009,8.0,0.0,3819.0,49.0,10.0,f,INDIVIDUAL,0.0,0.0
9600.0,36 months,8.39,302.56,A,A5,Design Engineer,6 years,RENT,60000.0,Source Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,0.76,Jan-2008,8.0,0.0,232.0,4.2,29.0,w,INDIVIDUAL,0.0,0.0
20825.0,60 months,19.99,551.62,E,E4,RN,10+ years,RENT,62000.0,Verified,Jul-2015,Charged Off,credit_card,Credit card refinancing,31.71,Dec-1999,21.0,1.0,26782.0,78.1,39.0,w,INDIVIDUAL,0.0,1.0
35000.0,36 months,14.49,1204.57,C,C4,Construction Manager,10+ years,RENT,230000.0,Verified,Jun-2014,Fully Paid,debt_consolidation,Debt consolidation,7.18,Apr-1994,8.0,0.0,55942.0,62.0,20.0,w,INDIVIDUAL,1.0,0.0
30000.0,36 months,18.99,1099.53,D,D4,Pilot ,4 years,OWN,185000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,20.27,May-2002,10.0,1.0,20298.0,85.3,19.0,w,INDIVIDUAL,3.0,0.0
7100.0,36 months,9.99,229.07,B,B1,Manager,4 years,MORTGAGE,75000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,consolidation,28.99,Jun-1997,11.0,0.0,37180.0,80.1,19.0,f,INDIVIDUAL,5.0,0.0
16000.0,36 months,14.99,554.57,C,C5,Asst. manager,10+ years,MORTGAGE,49500.0,Not Verified,Nov-2014,Fully Paid,other,Other,30.16,Dec-1999,15.0,0.0,15747.0,60.3,44.0,f,INDIVIDUAL,1.0,0.0
12375.0,36 months,12.35,413.1,B,B4,Ellis County Music Center,5 years,MORTGAGE,55000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,freedom loan,20.12,Aug-1980,13.0,1.0,10622.0,52.3,37.0,w,INDIVIDUAL,7.0,1.0
5575.0,36 months,17.57,200.35,D,D4,Senior Desktop Support Technician,2 years,MORTGAGE,72400.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,36.72,Apr-1997,19.0,0.0,23679.0,80.0,71.0,f,INDIVIDUAL,6.0,0.0
10000.0,36 months,12.85,336.22,B,B4,RN,2 years,RENT,60000.0,Not Verified,Jan-2014,Fully Paid,debt_consolidation,Paying off the car and some bills,26.72,Oct-2002,14.0,0.0,16570.0,66.0,27.0,f,INDIVIDUAL,1.0,0.0
11500.0,36 months,12.12,382.63,B,B3,Alto ISD,2 years,MORTGAGE,33000.0,Verified,Apr-2013,Fully Paid,debt_consolidation,Blessed,30.36,Jul-2004,12.0,0.0,16149.0,35.6,18.0,w,INDIVIDUAL,1.0,0.0
7000.0,36 months,14.99,242.63,C,C5,Classified Manager,10+ years,MORTGAGE,30000.0,Source Verified,Jan-2015,Charged Off,debt_consolidation,Debt consolidation,16.92,Sep-1995,7.0,0.0,12843.0,88.0,10.0,f,INDIVIDUAL,0.0,0.0
20000.0,36 months,11.99,664.2,B,B3,Contact Center Practice Lead ,1 year,MORTGAGE,160000.0,Source Verified,Oct-2013,Fully Paid,credit_card,Credit Card Debt Consolidation,23.15,Aug-1989,15.0,0.0,54336.0,83.8,44.0,f,INDIVIDUAL,9.0,0.0
15000.0,36 months,9.76,482.32,B,B1,Cape Fear Valley,1 year,RENT,65000.0,Not Verified,Feb-2012,Charged Off,other,Personal loan,10.67,Jun-2005,7.0,0.0,4073.0,33.7,13.0,f,INDIVIDUAL,,0.0
20000.0,60 months,7.89,404.48,A,A5,Business Analyst,2 years,MORTGAGE,72000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,10.18,Aug-2006,9.0,0.0,9870.0,34.3,25.0,w,INDIVIDUAL,1.0,0.0
15000.0,36 months,7.69,467.91,A,A4,Client Success Manager,< 1 year,MORTGAGE,105000.0,Source Verified,Oct-2014,Fully Paid,credit_card,Credit card refinancing,19.84,Jan-1996,11.0,0.0,10952.0,47.8,28.0,w,INDIVIDUAL,2.0,0.0
15000.0,36 months,21.15,566.29,E,E2,Absecon Manor,10+ years,RENT,40000.0,Not Verified,Aug-2013,Fully Paid,other,Other,19.08,Sep-2002,10.0,0.0,21990.0,86.4,18.0,f,INDIVIDUAL,0.0,0.0
22000.0,36 months,18.55,801.44,D,D2,Shell Oil,10+ years,MORTGAGE,98600.0,Source Verified,Sep-2013,Fully Paid,debt_consolidation,CC Consolidation,14.29,Mar-1995,17.0,0.0,28960.0,81.1,33.0,f,INDIVIDUAL,0.0,0.0
8000.0,36 months,11.99,265.68,B,B3,Mechanic,4 years,MORTGAGE,76000.0,Verified,Oct-2013,Fully Paid,other,backhoe,15.06,Sep-1977,12.0,0.0,6826.0,25.9,30.0,f,INDIVIDUAL,3.0,0.0
12000.0,36 months,18.49,436.79,D,D2,General Services Administration,10+ years,RENT,146000.0,Verified,Mar-2013,Fully Paid,major_purchase,Major purchase,12.76,Sep-1995,8.0,0.0,5389.0,96.2,28.0,w,INDIVIDUAL,2.0,0.0
19125.0,36 months,10.99,626.04,B,B2,RETAIL MANAGER,9 years,MORTGAGE,43514.64,Verified,Dec-2013,Fully Paid,debt_consolidation,CONSOLIDATION,7.31,Aug-2003,11.0,0.0,10803.0,26.3,19.0,w,INDIVIDUAL,2.0,0.0
25000.0,36 months,11.99,830.24,B,B5,VP dealer relations,10+ years,MORTGAGE,112000.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,11.14,Jun-1993,10.0,0.0,42261.0,70.7,21.0,w,INDIVIDUAL,8.0,0.0
13825.0,36 months,12.99,465.76,C,C1,Physicist,1 year,RENT,65000.0,Source Verified,May-2014,Fully Paid,small_business,Business,16.73,Dec-2007,10.0,0.0,339.0,2.9,19.0,f,INDIVIDUAL,0.0,0.0
18000.0,36 months,13.11,607.45,B,B4,DHS/TSA (federal govt),8 years,RENT,134000.0,Verified,May-2013,Fully Paid,debt_consolidation,Debt consolidation,14.52,Nov-1992,11.0,0.0,50561.0,84.0,33.0,f,INDIVIDUAL,7.0,0.0
35000.0,60 months,21.48,956.35,E,E5,Sr. Tech Coordinator,10+ years,OWN,86000.0,Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,13.79,Sep-1988,13.0,0.0,9890.0,26.4,42.0,f,INDIVIDUAL,1.0,0.0
30000.0,36 months,18.49,1091.97,D,D2,Boeing Satellite Systems,10+ years,RENT,83000.0,Source Verified,Nov-2012,Fully Paid,debt_consolidation,Credit Card consolidatiton,20.83,Jul-1995,8.0,0.0,28197.0,66.8,18.0,w,INDIVIDUAL,0.0,0.0
8000.0,36 months,10.15,258.71,B,B2,physical therapist asstsiant,8 years,RENT,40000.0,Not Verified,Jul-2014,Fully Paid,credit_card,Credit card refinancing,19.39,Mar-1994,8.0,0.0,15940.0,80.1,15.0,f,INDIVIDUAL,0.0,0.0
4200.0,36 months,16.55,148.81,D,D2,RN ,2 years,MORTGAGE,65000.0,Verified,Nov-2015,Fully Paid,home_improvement,Home improvement,12.41,Sep-1994,10.0,0.0,851.0,47.3,24.0,f,INDIVIDUAL,1.0,0.0
5375.0,36 months,11.99,178.51,B,B3,maintenance,1 year,RENT,35000.0,Not Verified,Nov-2013,Charged Off,credit_card,Credit card refinancing,20.16,May-2000,15.0,0.0,14829.0,44.3,41.0,w,INDIVIDUAL,0.0,0.0
17000.0,36 months,6.92,524.29,A,A4,Retoucher,2 years,RENT,104000.0,Not Verified,Apr-2015,Fully Paid,credit_card,Credit card refinancing,17.24,Sep-2001,15.0,0.0,11145.0,36.9,35.0,w,INDIVIDUAL,0.0,0.0
9700.0,36 months,16.55,343.67,D,D2,Bus driver,10+ years,RENT,27000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,32.18,Feb-2000,8.0,0.0,8216.0,58.3,21.0,f,INDIVIDUAL,1.0,0.0
7000.0,36 months,13.98,239.18,C,C1,Teacher,4 years,RENT,44480.0,Not Verified,Dec-2013,Fully Paid,debt_consolidation,OperationDC,18.54,Jul-2003,11.0,0.0,6767.0,51.7,47.0,f,INDIVIDUAL,0.0,0.0
3000.0,36 months,13.49,101.8,C,C2,Bookkeeper,2 years,OWN,80000.0,Source Verified,Sep-2016,Fully Paid,debt_consolidation,Debt consolidation,3.72,Oct-1987,18.0,0.0,10956.0,26.9,52.0,f,INDIVIDUAL,5.0,0.0
24000.0,36 months,11.53,791.77,B,B5,Associate,9 years,RENT,280000.0,Verified,May-2015,Fully Paid,house,Home buying,0.42,Oct-2005,7.0,0.0,2341.0,6.5,10.0,f,INDIVIDUAL,1.0,0.0
28000.0,36 months,7.69,873.42,A,A4,Vice President,10+ years,RENT,300000.0,Source Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,2.67,Aug-1997,14.0,0.0,10061.0,8.1,21.0,f,INDIVIDUAL,0.0,0.0
18400.0,60 months,17.27,459.97,C,C5,Durham VA Medical Center,3 years,RENT,41141.0,Verified,Feb-2013,Fully Paid,debt_consolidation,Debt Consolidation,26.46,Oct-1984,7.0,0.0,11745.0,33.4,16.0,w,INDIVIDUAL,0.0,0.0
30000.0,60 months,22.95,844.86,F,F1,Jorden Burt LLP,4 years,RENT,85000.0,Verified,Jul-2012,Fully Paid,debt_consolidation,Bill Consolidation,17.64,Feb-1994,10.0,0.0,28055.0,78.7,24.0,f,INDIVIDUAL,2.0,0.0
7000.0,36 months,9.67,224.79,B,B1,Office Manager,< 1 year,RENT,27000.0,Not Verified,Nov-2013,Fully Paid,debt_consolidation,Debt consolidation,12.13,Apr-2003,12.0,1.0,7091.0,66.9,15.0,f,INDIVIDUAL,0.0,1.0
15000.0,36 months,6.03,456.54,A,A1,FIrst Baptist Church,6 years,MORTGAGE,75000.0,Not Verified,Jul-2013,Fully Paid,credit_card,Payoff,7.22,May-1988,15.0,0.0,30160.0,20.3,21.0,w,INDIVIDUAL,2.0,0.0
10000.0,36 months,14.09,342.22,B,B5,Superior Court of California,10+ years,MORTGAGE,63000.0,Source Verified,Aug-2012,Fully Paid,credit_card,Pay off Citibank Visa,11.71,Mar-1995,8.0,0.0,16538.0,12.3,16.0,f,INDIVIDUAL,0.0,0.0
8500.0,36 months,8.49,268.29,A,A5,Valley National Bank,2 years,RENT,27000.0,Verified,Sep-2011,Charged Off,major_purchase,Home Entertainment System,22.44,Aug-1994,5.0,0.0,3961.0,40.4,10.0,f,INDIVIDUAL,,0.0
13000.0,36 months,10.74,424.01,B,B2,San Diego School Unifed,6 years,RENT,28000.0,Verified,May-2012,Charged Off,credit_card,Credit Card,6.68,Mar-2001,5.0,0.0,8445.0,93.8,22.0,f,INDIVIDUAL,0.0,0.0
21600.0,36 months,11.55,712.8,B,B3,Federal Reserve Bank,6 years,RENT,69000.0,Verified,Jul-2013,Fully Paid,credit_card,Road to Healthier Finances,11.26,Nov-2004,9.0,0.0,17580.0,70.3,17.0,f,INDIVIDUAL,0.0,0.0
11000.0,60 months,23.99,316.39,F,F3,Work Flow Specialist,5 years,RENT,53000.0,Verified,Jul-2015,Charged Off,debt_consolidation,Debt consolidation,11.25,Oct-2007,6.0,0.0,4783.0,64.6,7.0,w,INDIVIDUAL,0.0,0.0
14000.0,36 months,13.11,472.46,B,B4,Department of Homeland Security ,3 years,MORTGAGE,60000.0,Not Verified,Aug-2012,Fully Paid,debt_consolidation,Consolidated my debt to one payment  ,13.91,Jan-2002,8.0,0.0,6274.0,43.3,16.0,f,INDIVIDUAL,1.0,0.0
4950.0,36 months,18.85,181.08,D,D3,Fairmont Hot Srings,3 years,MORTGAGE,17000.0,Not Verified,Sep-2013,Fully Paid,other,For what ever comes up,21.32,May-2004,4.0,0.0,5944.0,91.4,7.0,f,INDIVIDUAL,0.0,0.0
21000.0,36 months,11.55,693.0,B,B3,woodgroup,5 years,MORTGAGE,110000.0,Verified,Aug-2013,Fully Paid,credit_card,pay off ,21.95,Feb-1992,14.0,1.0,16851.0,59.1,41.0,f,INDIVIDUAL,2.0,1.0
26200.0,60 months,12.99,596.0,C,C1,Police Officer,5 years,MORTGAGE,100000.0,Source Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,6.42,May-2003,16.0,0.0,80617.0,68.2,39.0,w,INDIVIDUAL,4.0,0.0
6000.0,36 months,10.0,193.61,B,B2,The International Rescue Committee,2 years,RENT,79000.0,Not Verified,Jan-2011,Fully Paid,debt_consolidation,Debt Consolidation,2.9,Sep-2007,4.0,0.0,2896.0,19.4,4.0,f,INDIVIDUAL,,0.0
12000.0,36 months,11.67,396.69,B,B4,secretary,10+ years,MORTGAGE,30000.0,Not Verified,Nov-2014,Fully Paid,home_improvement,Home improvement,32.08,Nov-1998,12.0,0.0,5390.0,42.1,27.0,f,INDIVIDUAL,3.0,0.0
10000.0,36 months,19.05,366.82,D,D4,FIRST CITIZENS NATIONAL BANK,6 years,MORTGAGE,70776.0,Verified,Jul-2013,Charged Off,credit_card,Credit card refinancing,14.51,Jan-1998,9.0,1.0,8326.0,65.0,27.0,f,INDIVIDUAL,3.0,1.0
13000.0,60 months,23.43,369.7,F,F1,manager,< 1 year,RENT,46000.0,Source Verified,Oct-2014,Charged Off,debt_consolidation,Debt consolidation,10.28,Jan-2007,10.0,0.0,13258.0,67.6,15.0,f,INDIVIDUAL,1.0,0.0
11700.0,36 months,13.11,394.84,B,B4,Lumiere Hotel,2 years,RENT,35000.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,Debt consolidation,14.17,Nov-2002,11.0,0.0,2578.0,8.4,16.0,f,INDIVIDUAL,0.0,0.0
20000.0,60 months,11.44,439.25,B,B4,Manager,10+ years,MORTGAGE,64000.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,32.27,Aug-1984,22.0,0.0,39240.0,32.9,46.0,w,INDIVIDUAL,4.0,0.0
8500.0,36 months,7.9,265.97,A,A4,Consultis Information Technology,< 1 year,MORTGAGE,38400.0,Not Verified,Sep-2012,Fully Paid,debt_consolidation,LendingClub,2.34,Jan-2003,6.0,0.0,5863.0,25.5,10.0,f,INDIVIDUAL,0.0,0.0
7000.0,36 months,10.74,228.32,B,B2,DWI,4 years,RENT,35000.0,Not Verified,May-2012,Fully Paid,credit_card,Credit Card Loan,7.06,Aug-2004,5.0,0.0,7150.0,75.3,8.0,f,INDIVIDUAL,0.0,0.0
30000.0,36 months,16.55,1062.88,D,D2,Regional Director ,10+ years,OWN,90000.0,Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,20.99,Aug-1993,17.0,0.0,21907.0,49.5,47.0,f,INDIVIDUAL,4.0,0.0
11000.0,36 months,14.46,378.42,C,C4,Owner Operator Semi Truck Dr,< 1 year,RENT,150000.0,Not Verified,Feb-2016,Fully Paid,debt_consolidation,Debt consolidation,4.08,May-2001,6.0,1.0,7031.0,42.6,13.0,w,INDIVIDUAL,1.0,1.0
12000.0,36 months,13.11,404.97,B,B4,Grandpas classic clothing,10+ years,RENT,85000.0,Source Verified,May-2013,Fully Paid,credit_card,Credit card refinancing,16.79,Oct-2007,18.0,0.0,19960.0,27.1,22.0,f,INDIVIDUAL,0.0,0.0
21000.0,36 months,6.03,639.15,A,A1,Perkins Coie LLP,8 years,MORTGAGE,140000.0,Verified,May-2013,Fully Paid,debt_consolidation,Credit Card Payoff,17.42,Nov-1999,14.0,0.0,105476.0,42.7,23.0,f,INDIVIDUAL,6.0,0.0
19200.0,36 months,12.12,638.82,B,B3,Engility Corp,10+ years,MORTGAGE,156000.0,Verified,Jun-2013,Fully Paid,credit_card,lower interest rate loan,9.07,Nov-1988,11.0,0.0,17314.0,79.1,18.0,f,INDIVIDUAL,2.0,0.0
9750.0,36 months,12.99,328.47,C,C1,SENIOR ACCOUNTANT,2 years,RENT,72000.0,Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,26.21,Oct-2001,31.0,0.0,1743.0,4.6,48.0,f,INDIVIDUAL,0.0,0.0
10050.0,36 months,12.12,334.39,B,B3,The Home Depot,7 years,MORTGAGE,30000.0,Not Verified,Jun-2013,Fully Paid,debt_consolidation,Debt consolidation,19.36,Jun-1999,7.0,1.0,6660.0,40.9,10.0,f,INDIVIDUAL,1.0,1.0
1600.0,36 months,17.57,57.5,D,D2,Premium Auditor,10+ years,MORTGAGE,95000.0,Verified,Jan-2014,Fully Paid,medical,Medical expenses,27.43,Dec-1989,16.0,0.0,44289.0,59.7,40.0,f,INDIVIDUAL,4.0,0.0
12000.0,36 months,7.39,372.67,A,A4,SMSRII,5 years,RENT,45000.0,Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,21.73,Jul-2005,11.0,0.0,4387.0,27.4,37.0,w,INDIVIDUAL,0.0,0.0
11200.0,60 months,15.61,270.05,D,D1,Security Supervisor,9 years,MORTGAGE,33500.0,Not Verified,Feb-2015,Charged Off,other,Other,26.3,Mar-2002,16.0,0.0,28494.0,68.5,36.0,f,INDIVIDUAL,1.0,0.0
5600.0,36 months,11.55,184.8,B,B3,davis ace hardware,8 years,RENT,39000.0,Not Verified,Jul-2013,Fully Paid,credit_card,cleanslate,19.6,Jun-2005,9.0,0.0,5183.0,73.0,18.0,f,INDIVIDUAL,0.0,0.0
20000.0,36 months,12.99,673.79,C,C2,PORTER,10+ years,RENT,74827.0,Source Verified,Nov-2014,Charged Off,debt_consolidation,Debt consolidation,18.81,Apr-2007,22.0,1.0,17713.0,31.5,26.0,w,INDIVIDUAL,0.0,1.0
